"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_KO"	"Conc_WT"	"Fold"	"p.value"	"FDR"	"X26DKO"	"X960DKO"	"C922"	"C923"
"2612"	"chr5"	140418792	140418992	201	"*"	2.82083438474637	3.3254559110871	2.03806233318116	0.000241815132226316	0.474565034443042	0.999683670471574	9.77	10.28	0	8.21
"3365"	"chr9"	85079978	85080178	201	"*"	3.55593497565262	3.17755439993715	3.85541334675484	-0.000348663011594991	0.475412048487655	0.999683670471574	7.81	10.28	13.34	15.61
"2572"	"chr5"	116435190	116435390	201	"*"	4.28311092472472	3.97630737149566	4.53597349015361	-0.000449090392260697	0.47612783018505	0.999683670471574	20.51	10.97	26.68	19.71
"2964"	"chr7"	79466363	79466563	201	"*"	4.8899417829339	4.69254806977975	5.06354939149906	-0.000526332656574412	0.476407366054082	0.999683670471574	33.21	18.51	23.35	43.53
"106"	"chr1"	75191993	75192193	201	"*"	4.45623663529911	4.15413778830837	4.70589849159592	-0.000480453917564235	0.477002096247547	0.999683670471574	13.67	21.93	30.02	22.18
"3089"	"chr8"	5106999	5107199	201	"*"	4.10617699617738	4.4940184725494	3.57411523342137	0.000355431229289747	0.477091222036219	0.999683670471574	29.3	15.76	0	23.82
"338"	"chr10"	40629903	40630103	201	"*"	4.80072232281224	4.55208105083007	5.01274530341734	-0.000505712487111013	0.477448164965074	0.999683670471574	33.21	13.71	33.36	31.21
"703"	"chr12"	30373228	30373428	201	"*"	3.8779851354766	3.5478341717215	4.14647553125316	-0.000343395821331248	0.478019354804923	0.999683670471574	4.88	18.51	6.67	28.75
"1379"	"chr16"	96127752	96127952	201	"*"	4.2355508706754	3.98492501127727	4.44901424420894	-0.000397407792261725	0.479356355434027	0.999683670471574	23.44	8.23	10.01	33.68
"3074"	"chr7"	141327642	141327842	201	"*"	4.12981618733779	3.88888897673605	4.33620774339449	-0.000412656056110516	0.479958506839343	0.999683670471574	16.6	13.02	10.01	30.39
"835"	"chr13"	12395029	12395229	201	"*"	4.85841033322545	4.67087034538246	5.0243521820472	-0.000490932165982248	0.480108517174789	0.999683670471574	28.33	22.62	13.34	51.75
"2238"	"chr4"	3938615	3938815	201	"*"	6.18059265709078	6.02912492248212	6.31765801216104	-0.000712239157390872	0.480408703023761	0.999683670471574	84	46.61	66.71	92.82
"1742"	"chr19"	46761392	46761592	201	"*"	5.27703285311781	5.09280646957305	5.440375847476	-0.000625379438173078	0.481193821596811	0.999683670471574	38.09	30.16	40.03	46.82
"1090"	"chr14"	79587409	79587609	201	"*"	4.15952249655757	3.92188451118226	4.36349694393343	-0.000397680734603234	0.48149800682989	0.999683670471574	16.6	13.71	6.67	34.5
"2156"	"chr3"	108017920	108018120	201	"*"	4.21705204282171	3.97630737149566	4.42330970905031	-0.000423536878062564	0.481606965135964	0.999683670471574	20.51	10.97	13.34	29.57
"1169"	"chr15"	51834139	51834339	201	"*"	3.86847644174049	4.27464152492661	3.30109673901495	0.000325689129277696	0.481643706123327	0.999683670471574	26.37	12.34	0	19.71
"3133"	"chr8"	45975291	45975491	201	"*"	4.62273881366335	4.40404459827428	4.8126040025852	-0.000509862797419813	0.481933775200064	0.999683670471574	22.47	19.88	23.35	32.86
"1559"	"chr17"	90369206	90369406	201	"*"	2.6599118257046	3.08881450149178	2.04681269438803	0.000240365542652924	0.482005720492802	0.999683670471574	8.79	8.23	3.34	4.93
"1289"	"chr16"	27388919	27389119	201	"*"	3.13397365519421	3.61093318008947	2.41657395643489	0.000254557079475086	0.48215185840827	0.999683670471574	17.58	6.85	0	10.68
"157"	"chr1"	125435633	125435833	201	"*"	4.80230406852074	4.58231599625278	4.9931432514036	-0.000537429575556696	0.482200328443281	0.999683670471574	27.35	20.56	30.02	33.68
"3276"	"chr9"	7184329	7184529	201	"*"	3.85374895216833	3.52869612824271	4.11886275710492	-0.00039039210911018	0.482384412973099	0.999683670471574	10.74	12.34	16.68	18.07
"2376"	"chr4"	124751371	124751571	201	"*"	6.24397932720802	6.06777915983286	6.40098297510989	-0.00076242233366734	0.482616623619925	0.999683670471574	75.21	58.95	96.73	72.28
"533"	"chr11"	23498016	23498216	201	"*"	4.96162122220696	4.76479662073135	5.13478861368916	-0.000564483381338639	0.483011723759206	0.999683670471574	28.33	26.05	30.02	40.25
"530"	"chr11"	22859831	22860031	201	"*"	3.42302314418075	3.81088273825734	2.89092710231546	0.000309186178613794	0.483379465873116	0.999683670471574	13.67	14.39	3.34	11.5
"1239"	"chr15"	99972793	99972993	201	"*"	3.43630293383972	3.87463239900692	2.80359707954413	0.000288012506790162	0.483712753901274	0.999683670471574	15.63	13.71	0	13.96
"3283"	"chr9"	13827494	13827694	201	"*"	6.13867798794119	6.30215208928025	5.95428476466953	0.000748851935727866	0.484952197542089	0.999683670471574	87.91	69.91	53.37	70.64
"1739"	"chr19"	45998362	45998562	201	"*"	3.60841275466749	3.17755439993715	3.93975074964138	-0.000341689554522507	0.485240331988175	0.999683670471574	7.81	10.28	20.01	10.68
"1984"	"chr2"	156180288	156180488	201	"*"	4.06114727674404	3.80559208286366	4.27817356476165	-0.00041149200907213	0.485421681832562	0.999683670471574	15.63	12.34	13.34	25.46
"2011"	"chr2"	181520321	181520521	201	"*"	4.15946592827204	3.9169863217809	4.36699495776106	-0.000418578447573105	0.485491998932764	0.999683670471574	18.56	11.65	13.34	27.93
"3374"	"chr9"	91193775	91193975	201	"*"	3.21995373862898	2.82492039965066	3.52974482931954	-0.000281497031173605	0.485535656611066	0.999683670471574	10.74	3.43	6.67	16.43
"3090"	"chr8"	8661230	8661430	201	"*"	5.62117644070118	5.40928610295643	5.80589447943859	-0.000672952196999414	0.485684626450502	0.999683670471574	39.07	45.92	66.71	45.18
"2669"	"chr6"	38533638	38533838	201	"*"	4.14504886342758	4.500043130277	3.67315904886822	0.000369376082383234	0.485817751271085	0.999683670471574	32.23	13.02	3.34	22.18
"2070"	"chr3"	51276152	51276352	201	"*"	4.18752976424933	3.94454689167274	4.39542709260671	-0.00041393791819939	0.485831104171444	0.999683670471574	20.51	10.28	13.34	28.75
"1725"	"chr19"	36554059	36554259	201	"*"	3.49820023796498	3.16933954129354	3.76583793981809	-0.000320445187264672	0.48684000522481	0.999683670471574	9.77	8.23	6.67	20.53
"794"	"chr12"	105032464	105032664	201	"*"	6.6494751704706	6.44420527050044	6.82914366292566	-0.000687766335445068	0.486909469124675	0.999683670471574	96.7	77.45	156.77	70.64
"2840"	"chr7"	6826130	6826330	201	"*"	3.84610692359465	4.13738983661885	3.48074109595883	0.000372680004992243	0.487036735437387	0.999683670471574	21.49	13.71	10.01	12.32
"146"	"chr1"	118311237	118311437	201	"*"	3.98323162653716	3.70587471293054	4.2157680502677	-0.000381993832207422	0.487060298294671	0.999683670471574	18.56	7.54	13.34	23.82
"2048"	"chr3"	32708520	32708720	201	"*"	5.38874693660713	5.23054252080016	5.5313045174186	-0.000605417910725913	0.487635971174827	0.999683670471574	44.93	30.16	33.36	59.14
"1038"	"chr14"	49066538	49066738	201	"*"	3.73226049672493	4.05946112889709	3.30839238737868	0.000354752947061239	0.487698610892946	0.999683670471574	17.58	15.76	6.67	13.14
"2814"	"chr6"	145210890	145211090	201	"*"	4.97383820762466	4.76979207563954	5.15256882186	-0.000558196413049936	0.4878467864936	0.999683670471574	31.26	23.3	33.36	37.78
"750"	"chr12"	72085568	72085768	201	"*"	5.14060994514598	4.95653115722879	5.30383693246036	-0.000479266949812711	0.487922967125017	0.999683670471574	31.26	30.84	10.01	69
"3402"	"chr9"	106447495	106447695	201	"*"	4.80502833428908	4.61748303923657	4.97097433701214	-0.000513108131587019	0.488050641875324	0.999683670471574	24.42	24.68	20.01	42.71
"551"	"chr11"	32532909	32533109	201	"*"	3.95634195292835	3.63401421133884	4.21964272840586	-0.000389009499281686	0.488218565934473	0.999683670471574	16.6	8.23	20.01	17.25
"1926"	"chr2"	126429255	126429455	201	"*"	3.83871463911936	4.08881450149178	3.53597349015361	0.000373965712697092	0.488387363524158	0.999683670471574	17.58	16.45	13.34	9.86
"1718"	"chr19"	29251556	29251756	201	"*"	4.41647481280879	4.19993404028672	4.60471552547001	-0.000434180561796145	0.488440445581666	0.999683670471574	24.42	12.34	13.34	35.32
"1684"	"chr19"	6241463	6241663	201	"*"	4.70504880134749	4.48520614320579	4.89577859523768	-0.000517875873377691	0.488588643008684	0.999683670471574	21.49	23.3	26.68	32.86
"215"	"chr1"	163403580	163403780	201	"*"	4.25350683144041	4.02949810084995	4.44736295408351	-0.000400340149454637	0.488664653846877	0.999683670471574	17.58	15.08	6.67	36.96
"1012"	"chr14"	21500670	21500870	201	"*"	6.27343924953897	6.10901795508327	6.42102421013393	-0.000729931524631433	0.488774507459778	0.999683670471574	85.96	52.09	90.06	81.32
"2349"	"chr4"	98923223	98923423	201	"*"	6.3913730399779	6.20580536897797	6.55576928719386	-0.000704295648060345	0.489571322950448	0.999683670471574	92.79	54.83	113.41	74.75
"930"	"chr13"	78163364	78163564	201	"*"	2.68237779086626	3.1925126669383	1.88605923973611	0.000223202766536411	0.48964809345784	0.999683670471574	10.74	7.54	0	7.39
"3460"	"chrX"	99042572	99042772	201	"*"	3.57478066072341	3.22989318758516	3.85292080955047	-0.00031516142858413	0.489891120324465	0.999683670471574	14.65	4.11	10.01	18.89
"2682"	"chr6"	48593606	48593806	201	"*"	3.74074497715353	4.14578811527041	3.17556585693109	0.000315331205133238	0.490135323589768	0.999683670471574	17.58	17.82	0	18.07
"1847"	"chr2"	69386149	69386349	201	"*"	2.80057655754946	3.29681579734997	2.03806233318116	0.000231521834264343	0.490627076627811	0.999683670471574	10.74	8.91	0	8.21
"3396"	"chr9"	101251572	101251772	201	"*"	3.79604533737143	4.19656049389428	3.23969619435081	0.000320587882339404	0.490810497610324	0.999683670471574	19.54	17.14	0	18.89
"28"	"chr1"	31034017	31034217	201	"*"	3.81145294498675	3.49072567849739	4.07368624291188	-0.000298515792463113	0.491093508784942	0.999683670471574	15.63	6.85	0	33.68
"3073"	"chr7"	141228530	141228730	201	"*"	3.97804238231901	3.64094888639254	4.25109920869162	-0.000387513602208468	0.49131453722805	0.999683670471574	7.81	17.14	20.01	18.07
"3465"	"chrX"	123103542	123103742	201	"*"	3.77564994874947	4.05427577667109	3.4300141594158	0.000327776974324756	0.491363607364876	0.999683670471574	26.37	6.85	13.34	8.21
"3151"	"chr8"	60983300	60983500	201	"*"	4.44822840470087	4.24169428737524	4.62886430111147	-0.000441336910629295	0.4919694605417	0.999683670471574	23.44	14.39	13.34	36.14
"1049"	"chr14"	54517399	54517599	201	"*"	5.27783119663249	5.09461999914197	5.440375847476	-0.000588930577316388	0.492539764803545	0.999683670471574	42.98	25.36	40.03	46.82
"2367"	"chr4"	119232717	119232917	201	"*"	4.8047398572363	4.58798368433681	4.9931432514036	-0.000513275169491903	0.492637928402419	0.999683670471574	30.28	17.82	30.02	33.68
"2460"	"chr5"	24577490	24577690	201	"*"	3.89099095391669	3.62901743704608	4.11262511950899	-0.000360910218481183	0.492706346654303	0.999683670471574	11.72	13.02	6.67	27.93
"2286"	"chr4"	40702966	40703166	201	"*"	4.17006838030065	3.89804323253641	4.39884862853769	-0.000417908441463611	0.49319232185998	0.999683670471574	19.54	10.28	20.01	22.18
"2872"	"chr7"	25268024	25268224	201	"*"	7.13989970711514	6.94454689167274	7.31192721870768	-0.000654039188585021	0.49319638074976	0.999683670471574	164.1	82.25	213.47	104.32
"195"	"chr1"	152766516	152766716	201	"*"	3.55771709433612	3.97708145137325	2.96406175173738	0.000292560938387304	0.49335533775448	0.999683670471574	13.67	17.82	0	15.61
"2251"	"chr4"	11966399	11966599	201	"*"	4.14098339141744	3.87040434234652	4.3687407892754	-0.000414170865100843	0.49342111350517	0.999683670471574	10.74	18.51	16.68	24.64
"1201"	"chr15"	78174143	78174343	201	"*"	6.55570885813126	6.38804748079756	6.70589849159592	-0.000755934826291127	0.493609056253814	0.999683670471574	92.79	74.71	120.08	88.71
"1156"	"chr15"	39735344	39735544	201	"*"	4.00172157718526	4.19656049389428	3.77639883838977	0.000375659613920876	0.494651728006897	0.999683670471574	19.54	17.14	20.01	7.39
"262"	"chr1"	179803786	179803986	201	"*"	3.92017539676526	3.64590457712407	4.15054058312557	-0.000385846498089361	0.494930412627446	0.999683670471574	12.7	12.34	13.34	22.18
"3477"	"chrX"	160502139	160502339	201	"*"	4.04414996409484	3.61292670098154	4.37570306509451	-0.00034511117310821	0.494954968542532	0.999683670471574	3.91	20.56	30.02	11.5
"2590"	"chr5"	129019717	129019917	201	"*"	3.3369945245217	3.72281392150737	2.8087507761221	0.000292459022124034	0.494972320270888	0.999683670471574	12.7	13.71	3.34	10.68
"3037"	"chr7"	125444661	125444861	201	"*"	3.99344490271859	4.31432303752561	3.58015564060853	0.000374210433105251	0.49500748781329	0.999683670471574	25.4	14.39	6.67	17.25
"415"	"chr10"	81292750	81292950	201	"*"	5.1980112858982	5.02267437546519	5.35432933686946	-0.000564308742227224	0.495344843205295	0.999683670471574	41.02	23.99	33.36	48.46
"3318"	"chr9"	36767707	36767907	201	"*"	6.04401661151909	5.91001311997516	6.1666242997375	-0.000673917436975947	0.495879042232072	0.999683670471574	72.28	47.98	50.03	93.64
"55"	"chr1"	52233239	52233439	201	"*"	5.56098582881472	5.42058938690414	5.68892305264843	-0.000620513849165065	0.495939958700397	0.999683670471574	45.91	39.75	33.36	69.82
"1767"	"chr2"	13271422	13271622	201	"*"	5.29829975191303	5.14578811527041	5.43621922316907	-0.000559265151347417	0.495972956472985	0.999683670471574	35.16	35.64	23.35	63.25
"1397"	"chr17"	16951216	16951416	201	"*"	4.60178498398795	4.38347005970665	4.79136435849104	-0.000472373641338974	0.496011391539774	0.999683670471574	27.35	14.39	23.35	32.03
"2519"	"chr5"	70323723	70323923	201	"*"	4.14206186466625	3.87546298478164	4.36699495776106	-0.000393425314462428	0.496386361909851	0.999683670471574	8.79	20.56	13.34	27.93
"1589"	"chr18"	31634941	31635141	201	"*"	5.22424787314463	5.06796082815552	5.36524701102433	-0.0005364049539632	0.496541747170299	0.999683670471574	34.19	32.9	20.01	62.43
"2719"	"chr6"	71440705	71440905	201	"*"	5.64496903912212	5.45114907259612	5.81580718176689	-0.000629946800321116	0.496613565238087	0.999683670471574	56.65	30.84	63.37	49.28
"1801"	"chr2"	32137921	32138121	201	"*"	4.33461251628449	4.54627026009156	4.08647372302851	0.00042754458247703	0.49672995606664	0.999683670471574	30.28	16.45	20.01	13.96
"3282"	"chr9"	13749049	13749249	201	"*"	3.67385705167566	3.96289291200129	3.31202642287104	0.000337538698132638	0.497582382105403	0.999683670471574	19.54	11.65	10.01	9.86
"998"	"chr14"	16249480	16249680	201	"*"	4.02509065986461	3.71247320333586	4.28188442304219	-0.000396645097328522	0.4976395058187	0.999683670471574	9.77	16.45	20.01	18.89
"529"	"chr11"	22512480	22512680	201	"*"	3.17456556621804	3.45959489972808	2.81900326476371	0.000273156882796499	0.498168541396621	0.999683670471574	11.72	10.28	10.01	4.11
"1818"	"chr2"	44920634	44920834	201	"*"	3.73647344031069	3.45959489972808	3.96867382009571	-0.000338890765370575	0.498339205522863	0.999683670471574	11.72	10.28	6.67	24.64
"2045"	"chr3"	31094610	31094810	201	"*"	4.44570302078233	4.23777130343303	4.6274066486784	-0.000410900101171002	0.498391197816974	0.999683670471574	25.4	12.34	10.01	39.43
"449"	"chr10"	105574417	105574617	201	"*"	4.3163439814567	4.64590457712407	3.88849522413422	0.000394226307416493	0.498395932502171	0.999683670471574	25.4	24.68	3.34	26.28
"314"	"chr10"	22731355	22731555	201	"*"	3.42944006486874	3.86449145696914	2.80359707954413	0.00027214572402834	0.498448592989525	0.999683670471574	19.54	9.6	0	13.96
"3443"	"chrX"	18162399	18162599	201	"*"	3.94097581178609	4.29304006545349	3.4742688064782	0.000353172901878365	0.498463452803682	0.999683670471574	23.44	15.76	3.34	18.89
"2200"	"chr3"	136669903	136670103	201	"*"	5.88098774845456	6.03930299676009	5.70313351729528	0.000708526839647825	0.498564106208004	0.999683670471574	66.42	65.12	46.7	57.5
"993"	"chr14"	12112554	12112754	201	"*"	3.77156594438504	3.42777753183632	4.04899201703725	-0.00035722994857974	0.498927227004663	0.999683670471574	7.81	13.71	16.68	16.43
"3381"	"chr9"	95954664	95954864	201	"*"	3.45102568946013	3.12184583211891	3.71887443173921	-0.000292316653082432	0.499086960915467	0.999683670471574	7.81	9.6	3.34	23
"2189"	"chr3"	130709448	130709648	201	"*"	3.90334523228357	3.60485436628411	4.15054058312557	-0.00034374022833984	0.49944817016499	0.999683670471574	19.54	4.8	13.34	22.18
"515"	"chr11"	17211547	17211747	201	"*"	4.54722670759991	4.24560663284054	4.79656186048586	-0.000461029243670223	0.499712341137494	0.999683670471574	21.49	16.45	36.69	18.89
"2090"	"chr3"	63976104	63976304	201	"*"	3.98493873841539	4.33222550409151	3.52662038548305	0.000359176613210176	0.499721550328954	0.999683670471574	22.47	17.82	3.34	19.71
"3025"	"chr7"	114275989	114276189	201	"*"	3.95505340315219	3.57611513764905	4.25488027236091	-0.000365723683998499	0.499995272909304	0.999683670471574	15.63	8.23	26.68	11.5
"953"	"chr13"	93648660	93648860	201	"*"	2.78541527597408	3.27527103112594	2.03806233318116	0.000225629952943762	0.500257271756514	0.999683670471574	9.77	9.6	0	8.21
"2940"	"chr7"	56049995	56050195	201	"*"	5.11363429998039	4.924327383653	5.28095760292856	-0.000573240269988902	0.50048024167757	0.999683670471574	31.26	29.47	36.69	41.07
"349"	"chr10"	44268202	44268402	201	"*"	3.89805648105605	3.64590457712407	4.11262511950899	-0.000355570086786399	0.500568181572806	0.999683670471574	12.7	12.34	6.67	27.93
"743"	"chr12"	69371869	69372069	201	"*"	3.80151303417577	3.44605774105472	4.08647372302851	-0.000347543010985729	0.500662013692338	0.999683670471574	15.63	6.17	20.01	13.96
"3311"	"chr9"	31211837	31212037	201	"*"	4.27558952061931	4.03854648395008	4.47912574370619	-0.000429394396925253	0.500890836743824	0.999683670471574	13.67	19.19	16.68	27.93
"173"	"chr1"	133309878	133310078	201	"*"	3.56069638968721	3.19384510626651	3.85292080955047	-0.000305287638253214	0.501621463080599	0.999683670471574	3.91	14.39	10.01	18.89
"1500"	"chr17"	57803437	57803637	201	"*"	2.19602060274809	2.74418535876985	1.30109673901495	0.000187378313331214	0.502468071552208	0.999683670471574	5.86	7.54	0	4.93
"2078"	"chr3"	55112108	55112308	201	"*"	3.94450077286572	3.66355837516687	4.1795498743976	-0.000340816238703634	0.502599997972288	0.999683670471574	6.84	18.51	6.67	29.57
"1014"	"chr14"	25208473	25208673	201	"*"	4.07486737743057	4.38701667031495	3.67598201444106	0.000379048828268962	0.50386695452373	0.999683670471574	25.4	16.45	6.67	18.89
"1318"	"chr16"	50732567	50732767	201	"*"	3.53587832371051	3.8602335318471	3.11678653969358	0.000316984134857815	0.503892030943075	0.999683670471574	14.65	14.39	6.67	10.68
"708"	"chr12"	32379267	32379467	201	"*"	3.44754051808638	3.1047165234843	3.72433925406427	-0.000303785844180224	0.504092305854849	0.999683670471574	11.72	5.48	10.01	16.43
"3086"	"chr8"	4677769	4677969	201	"*"	5.52187165871402	5.3628940247755	5.66505665154282	-0.000537866734490798	0.504093696655039	0.999683670471574	57.63	24.68	30.02	71.46
"1366"	"chr16"	90934813	90935013	201	"*"	3.93162867987677	4.24560663284054	3.52974482931954	0.000365283544338652	0.504224088173502	0.999683670471574	21.49	16.45	6.67	16.43
"2020"	"chr3"	14381736	14381936	201	"*"	3.87920696690069	3.59463832583556	4.11678653969358	-0.000368658636350009	0.504228727397124	0.999683670471574	9.77	14.39	13.34	21.36
"2642"	"chr6"	15721125	15721325	201	"*"	3.2206075598546	2.82663927968109	3.52974482931954	-0.000272463941601928	0.504894327958892	0.999683670471574	3.91	10.28	6.67	16.43
"1905"	"chr2"	118388397	118388597	201	"*"	5.09510067482204	4.87926224174933	5.28281064812774	-0.00055217361771661	0.505184525146596	0.999683670471574	34.19	24.68	43.36	34.5
"611"	"chr11"	74724172	74724372	201	"*"	3.26051839507697	3.70112113101125	2.62302483390231	0.000258782624646322	0.505355683385409	0.999683670471574	13.67	12.34	0	12.32
"3299"	"chr9"	21955702	21955902	201	"*"	5.69775968321552	5.48989024857517	5.87941576750783	-0.000647223855098538	0.505488400124529	0.999683670471574	43.95	45.92	73.38	44.35
"2839"	"chr7"	6728670	6728870	201	"*"	4.95010467292037	4.76161865561225	5.11678653969358	-0.000493053295961903	0.505498958898546	0.999683670471574	37.12	17.14	26.68	42.71
"3035"	"chr7"	123123896	123124096	201	"*"	3.9574407983528	3.58231599625278	4.25488027236091	-0.00036801252693016	0.505609731878349	0.999683670471574	13.67	10.28	26.68	11.5
"3242"	"chr8"	107150545	107150745	201	"*"	3.25266321399215	3.63997164390952	2.72160943044314	0.000275987192508666	0.505619265986124	0.999683670471574	14.65	10.28	3.34	9.86
"3336"	"chr9"	54842310	54842510	201	"*"	4.16917635667711	3.94454689167274	4.36349694393343	-0.000367088122651877	0.505786053150708	0.999683670471574	20.51	10.28	6.67	34.5
"2206"	"chr3"	139205647	139205847	201	"*"	3.00215027451055	3.47190828171876	2.30109673901495	0.000234843996647652	0.505801496886907	0.999683670471574	14.65	7.54	0	9.86
"1646"	"chr18"	67641313	67641513	201	"*"	3.59786023874994	3.22197181544155	3.89577859523768	-0.0002876315719701	0.505993269590151	0.999683670471574	16.6	2.06	13.34	16.43
"357"	"chr10"	57486112	57486312	201	"*"	5.09079317535761	4.89179887164504	5.26563721729597	-0.000551632718174224	0.506436931739378	0.999683670471574	24.42	34.96	36.69	40.25
"2637"	"chr6"	11907536	11907736	201	"*"	5.1024862973762	5.29839031558879	4.87573713909622	0.000539860237797647	0.506560374887587	0.999683670471574	47.86	30.84	26.68	32.03
"1350"	"chr16"	78576566	78576766	201	"*"	4.04236895547625	4.42319421529093	3.5234891603514	0.000316218895919628	0.506719121022583	0.999683670471574	31.26	11.65	0	23
"3048"	"chr7"	127471152	127471352	201	"*"	3.72667294202834	4.050543376643	3.30839238737868	0.00033127973639235	0.507022816996703	0.999683670471574	21.49	11.65	6.67	13.14
"1244"	"chr15"	101078791	101078991	201	"*"	4.45941924340566	4.23054252080016	4.65690849278318	-0.000453900135217274	0.507327705196202	0.999683670471574	22.47	15.08	23.35	27.11
"3012"	"chr7"	109519004	109519204	201	"*"	4.48010593339919	4.28227967034761	4.65404792039376	-0.000446084830475718	0.507438219921323	0.999683670471574	22.47	16.45	16.68	33.68
"984"	"chr13"	112927421	112927621	201	"*"	4.20776622197382	3.99425639772193	4.39371327684326	-0.000390957463121819	0.50785676907222	0.999683670471574	19.54	12.34	10.01	32.03
"634"	"chr11"	95384540	95384740	201	"*"	4.9348731308977	4.6478900239997	5.17413159547529	-0.000450038602995842	0.508168974135687	0.999683670471574	37.12	13.02	50.03	22.18
"1900"	"chr2"	114175233	114175433	201	"*"	4.50359935708552	4.23906261020229	4.72706392214989	-0.000441981830424544	0.508261036345672	0.999683670471574	11.72	26.05	26.68	26.28
"714"	"chr12"	36156881	36157081	201	"*"	5.04626257221679	4.8504130160417	5.21867503402604	-0.000550629900710002	0.508465790113178	0.999683670471574	30.28	27.42	36.69	37.78
"3367"	"chr9"	86464681	86464881	201	"*"	4.52100222734805	4.31432303752561	4.70174904041473	-0.000448415007366258	0.50860322088806	0.999683670471574	25.4	14.39	20.01	32.03
"1496"	"chr17"	56584739	56584939	201	"*"	5.04367715498592	5.2908372136517	4.74523780393767	0.000471842350811209	0.508816093201894	0.999683670471574	55.68	22.62	16.68	36.96
"3031"	"chr7"	119783550	119783750	201	"*"	3.84729160761491	3.50930079248455	4.12093599087477	-0.000345377461837446	0.509188819095453	0.999683670471574	16.6	6.17	20.01	14.78
"3270"	"chr8"	125385742	125385942	201	"*"	4.73301484493155	4.55260044726739	4.89335488809983	-0.000479219799370925	0.509452458875888	0.999683670471574	26.37	20.56	20.01	39.43
"994"	"chr14"	12284186	12284386	201	"*"	2.8373260292162	2.26242133224151	3.24730820943833	-0.000206618083047868	0.509818635818012	0.999683670471574	0	9.6	6.67	12.32
"1124"	"chr14"	121379148	121379348	201	"*"	2.98506960327239	3.4471755178377	2.30109673901495	0.000233110690711143	0.510457215220226	0.999683670471574	8.79	13.02	0	9.86
"3398"	"chr9"	104002452	104002652	201	"*"	5.44326794932907	5.2892544260108	5.5824142889753	-0.000569251880830103	0.510500534893109	0.999683670471574	50.79	27.42	36.69	59.14
"801"	"chr12"	108835832	108836032	201	"*"	4.6386457147663	4.92800027471211	4.27631455011198	0.000393888480789664	0.510674873187782	0.999683670471574	47.86	13.02	10.01	28.75
"1797"	"chr2"	30658682	30658882	201	"*"	3.3968519680459	3.77068524774194	2.89092710231546	0.000280688862826755	0.510795150899285	0.999683670471574	8.79	18.51	3.34	11.5
"2901"	"chr7"	35334035	35334235	201	"*"	5.42201684877087	5.2618120919334	5.56619631613492	-0.000491867480402328	0.511251348035231	0.999683670471574	52.75	23.99	20.01	74.75
"286"	"chr10"	8886111	8886311	201	"*"	4.21333540059601	3.96289291200129	4.42666582882035	-0.000410632679730687	0.51138696259619	0.999683670471574	19.54	11.65	20.01	23
"1881"	"chr2"	94158004	94158204	201	"*"	6.12575017069397	5.98081560669628	6.257444481046	-0.000668998065843444	0.511409717974796	0.999683670471574	81.07	45.24	70.05	82.96
"1"	"chr1"	3515003	3515203	201	"*"	5.37624487338062	5.18234313144371	5.54714652393802	-0.000532424718189286	0.511440192626665	0.999683670471574	52.75	19.88	46.7	46.82
"2631"	"chr6"	5496462	5496662	201	"*"	3.92722718713088	4.27143841495384	3.4742688064782	0.00034331668110014	0.511477884405183	0.999683670471574	21.49	17.14	3.34	18.89
"1486"	"chr17"	54175062	54175262	201	"*"	2.83871891099838	2.1047165234843	3.32287392695271	-0.000191075581647572	0.511560936914774	0.999683670471574	5.86	2.74	20.01	0
"75"	"chr1"	58973442	58973642	201	"*"	4.08091801575368	3.80559208286366	4.31202642287104	-0.000396991958658094	0.512423699958889	0.999683670471574	15.63	12.34	20.01	19.71
"1032"	"chr14"	45318587	45318787	201	"*"	4.03921971761856	3.80115645368315	4.24350722224752	-0.000355107299570474	0.512675097267652	0.999683670471574	10.74	17.14	6.67	31.21
"290"	"chr10"	11149278	11149478	201	"*"	5.71892577277882	5.58360794745303	5.84263270658944	-0.000605503019529369	0.512715640910047	0.999683670471574	59.58	36.33	40.03	74.75
"2366"	"chr4"	118179640	118179840	201	"*"	7.29043167204575	7.08427271386978	7.47078064542597	-0.000578058698745667	0.512857130463544	0.999683670471574	169.96	101.44	270.18	84.6
"1994"	"chr2"	164804908	164805108	201	"*"	6.41204040201259	6.22840461315488	6.57491907410562	-0.00063386505783232	0.513088397106368	0.999683670471574	100.61	49.35	116.74	73.92
"3234"	"chr8"	104534443	104534643	201	"*"	3.63563951752977	3.31804354902215	3.89577859523768	-0.000329138732165648	0.513244747004143	0.999683670471574	11.72	8.23	13.34	16.43
"1889"	"chr2"	106653368	106653568	201	"*"	3.66093934326728	4.05946112889709	3.10845166107255	0.000289632177798763	0.51405541195166	0.999683670471574	17.58	15.76	0	17.25
"390"	"chr10"	76442671	76442871	201	"*"	4.27924389751945	4.58489874273011	3.89092710231546	0.000381227422751239	0.514235015720503	0.999683670471574	32.23	15.76	6.67	23
"3018"	"chr7"	110844250	110844450	201	"*"	3.66260125936635	3.90300604974331	3.373965643523	0.000321023527907173	0.514263139325282	0.999683670471574	17.58	12.34	13.34	7.39
"2254"	"chr4"	15022382	15022582	201	"*"	3.85768964713277	3.59463832583556	4.08009415082167	-0.000349368821509599	0.514644622328329	0.999683670471574	9.77	14.39	10.01	23.82
